Row_ID,Insurer,Category,Product_Name,Variant,PPT,PT,Base_Payout_Yr1,Renewal_Yr2,Renewal_Yr3,Renewal_Yr4,Renewal_Yr5,Renewal_Yr6_Plus,Row_Specific_Remarks,Sheet_Level_Notes_And_Conditions,All_Renewal_Years_Raw
1234,PNB,,PNB MetLife GROW,,13,-,0.22,0.02,0.02,,,,4.24% in Subsequent Year | comm. yr-1: 22% | reward yr-1: 0%,Final BG,comm. yr-2: 2%; reward yr-2: 0%; total yr-2: 2%; comm. yr-3: 2%
1235,PNB,,PNB MetLife GROW,,14,-,0.22,0.02,0.02,,,,4.24% in Subsequent Year | comm. yr-1: 22% | reward yr-1: 0%,Final BG,comm. yr-2: 2%; reward yr-2: 0%; total yr-2: 2%; comm. yr-3: 2%
1236,PNB,,PNB MetLife GROW,,15,-,0.22,0.02,0.02,,,,4.24% in Subsequent Year | comm. yr-1: 22% | reward yr-1: 0%,Final BG,comm. yr-2: 2%; reward yr-2: 0%; total yr-2: 2%; comm. yr-3: 2%
1237,SUD,,Century Royale,,10,25,0.525,0.008,0.008,0.008,0.008,0.004,,"Final BG | 13th Month Persistency Should be 75% | EPI for FY 26-27 0.75 | Commission Payout | 13M Persistency (Premium Adjusted / Premium Due) will be calculated on 90 days rolling basis, inclusive of surrenders effected after renewal due date. Commission clawback will be levied as under: | a. >=75%: No Clawback | b. <75%: If the 13M persistency falls short of the target persistency, 1.5% of the first-year premium shall be clawed back for each 1% of shortfall. | For example, if actual 13M persistency is 65% and target persistency is 75%, 15% of first-year premium shall be clawed back. | Any renewal case pending for adjustment on the last day of 90 days rolling, due to any technical / operational / processing glitch at SUD Life end, but collected by the partner within the same period with due evidence needs to be considered for the purpose of 13M calculation | Any renewal commission clawback from previous month/s will be reversed in any subsequent month on achievement of stipulated 13M persistency (please refer illustration* for reference): | The terms and conditions stated above are subject to revision at any time basis emerging persistency experience / market condition / any new regulatory amendment",2nd yr: 0.8%; 3rd yr: 0.8%; 4th yr: 0.8%; 5th yr: 0.8%; 6th yr onwards: 0.4%
1238,SUD,,Century Royale,,10,30,0.54,0.008,0.008,0.008,0.008,0.004,,"Final BG | 13th Month Persistency Should be 75% | EPI for FY 26-27 0.75 | Commission Payout | 13M Persistency (Premium Adjusted / Premium Due) will be calculated on 90 days rolling basis, inclusive of surrenders effected after renewal due date. Commission clawback will be levied as under: | a. >=75%: No Clawback | b. <75%: If the 13M persistency falls short of the target persistency, 1.5% of the first-year premium shall be clawed back for each 1% of shortfall. | For example, if actual 13M persistency is 65% and target persistency is 75%, 15% of first-year premium shall be clawed back. | Any renewal case pending for adjustment on the last day of 90 days rolling, due to any technical / operational / processing glitch at SUD Life end, but collected by the partner within the same period with due evidence needs to be considered for the purpose of 13M calculation | Any renewal commission clawback from previous month/s will be reversed in any subsequent month on achievement of stipulated 13M persistency (please refer illustration* for reference): | The terms and conditions stated above are subject to revision at any time basis emerging persistency experience / market condition / any new regulatory amendment",2nd yr: 0.8%; 3rd yr: 0.8%; 4th yr: 0.8%; 5th yr: 0.8%; 6th yr onwards: 0.4%
1239,SUD,,Century Royale,,12,30,0.6,0.008,0.008,0.008,0.008,0.004,,"Final BG | 13th Month Persistency Should be 75% | EPI for FY 26-27 0.75 | Commission Payout | 13M Persistency (Premium Adjusted / Premium Due) will be calculated on 90 days rolling basis, inclusive of surrenders effected after renewal due date. Commission clawback will be levied as under: | a. >=75%: No Clawback | b. <75%: If the 13M persistency falls short of the target persistency, 1.5% of the first-year premium shall be clawed back for each 1% of shortfall. | For example, if actual 13M persistency is 65% and target persistency is 75%, 15% of first-year premium shall be clawed back. | Any renewal case pending for adjustment on the last day of 90 days rolling, due to any technical / operational / processing glitch at SUD Life end, but collected by the partner within the same period with due evidence needs to be considered for the purpose of 13M calculation | Any renewal commission clawback from previous month/s will be reversed in any subsequent month on achievement of stipulated 13M persistency (please refer illustration* for reference): | The terms and conditions stated above are subject to revision at any time basis emerging persistency experience / market condition / any new regulatory amendment",2nd yr: 0.8%; 3rd yr: 0.8%; 4th yr: 0.8%; 5th yr: 0.8%; 6th yr onwards: 0.4%
1240,SUD,,Century Gold,,8,18,0.525,0.008,0.008,0.008,0.008,0.004,,"Final BG | 13th Month Persistency Should be 75% | EPI for FY 26-27 0.75 | Commission Payout | 13M Persistency (Premium Adjusted / Premium Due) will be calculated on 90 days rolling basis, inclusive of surrenders effected after renewal due date. Commission clawback will be levied as under: | a. >=75%: No Clawback | b. <75%: If the 13M persistency falls short of the target persistency, 1.5% of the first-year premium shall be clawed back for each 1% of shortfall. | For example, if actual 13M persistency is 65% and target persistency is 75%, 15% of first-year premium shall be clawed back. | Any renewal case pending for adjustment on the last day of 90 days rolling, due to any technical / operational / processing glitch at SUD Life end, but collected by the partner within the same period with due evidence needs to be considered for the purpose of 13M calculation | Any renewal commission clawback from previous month/s will be reversed in any subsequent month on achievement of stipulated 13M persistency (please refer illustration* for reference): | The terms and conditions stated above are subject to revision at any time basis emerging persistency experience / market condition / any new regulatory amendment",2nd yr: 0.8%; 3rd yr: 0.8%; 4th yr: 0.8%; 5th yr: 0.8%; 6th yr onwards: 0.4%
1241,SUD,,Century Gold,,8,20,0.525,0.008,0.008,0.008,0.008,0.004,,"Final BG | 13th Month Persistency Should be 75% | EPI for FY 26-27 0.75 | Commission Payout | 13M Persistency (Premium Adjusted / Premium Due) will be calculated on 90 days rolling basis, inclusive of surrenders effected after renewal due date. Commission clawback will be levied as under: | a. >=75%: No Clawback | b. <75%: If the 13M persistency falls short of the target persistency, 1.5% of the first-year premium shall be clawed back for each 1% of shortfall. | For example, if actual 13M persistency is 65% and target persistency is 75%, 15% of first-year premium shall be clawed back. | Any renewal case pending for adjustment on the last day of 90 days rolling, due to any technical / operational / processing glitch at SUD Life end, but collected by the partner within the same period with due evidence needs to be considered for the purpose of 13M calculation | Any renewal commission clawback from previous month/s will be reversed in any subsequent month on achievement of stipulated 13M persistency (please refer illustration* for reference): | The terms and conditions stated above are subject to revision at any time basis emerging persistency experience / market condition / any new regulatory amendment",2nd yr: 0.8%; 3rd yr: 0.8%; 4th yr: 0.8%; 5th yr: 0.8%; 6th yr onwards: 0.4%
1242,SUD,,Century Gold,,10,18,0.56,0.008,0.008,0.008,0.008,0.004,,"Final BG | 13th Month Persistency Should be 75% | EPI for FY 26-27 0.75 | Commission Payout | 13M Persistency (Premium Adjusted / Premium Due) will be calculated on 90 days rolling basis, inclusive of surrenders effected after renewal due date. Commission clawback will be levied as under: | a. >=75%: No Clawback | b. <75%: If the 13M persistency falls short of the target persistency, 1.5% of the first-year premium shall be clawed back for each 1% of shortfall. | For example, if actual 13M persistency is 65% and target persistency is 75%, 15% of first-year premium shall be clawed back. | Any renewal case pending for adjustment on the last day of 90 days rolling, due to any technical / operational / processing glitch at SUD Life end, but collected by the partner within the same period with due evidence needs to be considered for the purpose of 13M calculation | Any renewal commission clawback from previous month/s will be reversed in any subsequent month on achievement of stipulated 13M persistency (please refer illustration* for reference): | The terms and conditions stated above are subject to revision at any time basis emerging persistency experience / market condition / any new regulatory amendment",2nd yr: 0.8%; 3rd yr: 0.8%; 4th yr: 0.8%; 5th yr: 0.8%; 6th yr onwards: 0.4%
1243,SUD,,Century Gold,,10,20,0.585,0.008,0.008,0.008,0.008,0.004,,"Final BG | 13th Month Persistency Should be 75% | EPI for FY 26-27 0.75 | Commission Payout | 13M Persistency (Premium Adjusted / Premium Due) will be calculated on 90 days rolling basis, inclusive of surrenders effected after renewal due date. Commission clawback will be levied as under: | a. >=75%: No Clawback | b. <75%: If the 13M persistency falls short of the target persistency, 1.5% of the first-year premium shall be clawed back for each 1% of shortfall. | For example, if actual 13M persistency is 65% and target persistency is 75%, 15% of first-year premium shall be clawed back. | Any renewal case pending for adjustment on the last day of 90 days rolling, due to any technical / operational / processing glitch at SUD Life end, but collected by the partner within the same period with due evidence needs to be considered for the purpose of 13M calculation | Any renewal commission clawback from previous month/s will be reversed in any subsequent month on achievement of stipulated 13M persistency (please refer illustration* for reference): | The terms and conditions stated above are subject to revision at any time basis emerging persistency experience / market condition / any new regulatory amendment",2nd yr: 0.8%; 3rd yr: 0.8%; 4th yr: 0.8%; 5th yr: 0.8%; 6th yr onwards: 0.4%
1244,SUD,,Century Income,,10,20,0.34,0.008,0.008,0.008,0.008,0.004,,"Final BG | 13th Month Persistency Should be 75% | EPI for FY 26-27 0.75 | Commission Payout | 13M Persistency (Premium Adjusted / Premium Due) will be calculated on 90 days rolling basis, inclusive of surrenders effected after renewal due date. Commission clawback will be levied as under: | a. >=75%: No Clawback | b. <75%: If the 13M persistency falls short of the target persistency, 1.5% of the first-year premium shall be clawed back for each 1% of shortfall. | For example, if actual 13M persistency is 65% and target persistency is 75%, 15% of first-year premium shall be clawed back. | Any renewal case pending for adjustment on the last day of 90 days rolling, due to any technical / operational / processing glitch at SUD Life end, but collected by the partner within the same period with due evidence needs to be considered for the purpose of 13M calculation | Any renewal commission clawback from previous month/s will be reversed in any subsequent month on achievement of stipulated 13M persistency (please refer illustration* for reference): | The terms and conditions stated above are subject to revision at any time basis emerging persistency experience / market condition / any new regulatory amendment",2nd yr: 0.8%; 3rd yr: 0.8%; 4th yr: 0.8%; 5th yr: 0.8%; 6th yr onwards: 0.4%
1245,SUD,,Century Income,,12,25,0.525,0.008,0.008,0.008,0.008,0.004,,"Final BG | 13th Month Persistency Should be 75% | EPI for FY 26-27 0.75 | Commission Payout | 13M Persistency (Premium Adjusted / Premium Due) will be calculated on 90 days rolling basis, inclusive of surrenders effected after renewal due date. Commission clawback will be levied as under: | a. >=75%: No Clawback | b. <75%: If the 13M persistency falls short of the target persistency, 1.5% of the first-year premium shall be clawed back for each 1% of shortfall. | For example, if actual 13M persistency is 65% and target persistency is 75%, 15% of first-year premium shall be clawed back. | Any renewal case pending for adjustment on the last day of 90 days rolling, due to any technical / operational / processing glitch at SUD Life end, but collected by the partner within the same period with due evidence needs to be considered for the purpose of 13M calculation | Any renewal commission clawback from previous month/s will be reversed in any subsequent month on achievement of stipulated 13M persistency (please refer illustration* for reference): | The terms and conditions stated above are subject to revision at any time basis emerging persistency experience / market condition / any new regulatory amendment",2nd yr: 0.8%; 3rd yr: 0.8%; 4th yr: 0.8%; 5th yr: 0.8%; 6th yr onwards: 0.4%
1246,SUD,,"Smart Income (For Plan Options 1,2,8,9 only)",,7,30,0.41,0.008,0.008,0.008,0.008,0.004,,"Final BG | 13th Month Persistency Should be 75% | EPI for FY 26-27 0.75 | Commission Payout | 13M Persistency (Premium Adjusted / Premium Due) will be calculated on 90 days rolling basis, inclusive of surrenders effected after renewal due date. Commission clawback will be levied as under: | a. >=75%: No Clawback | b. <75%: If the 13M persistency falls short of the target persistency, 1.5% of the first-year premium shall be clawed back for each 1% of shortfall. | For example, if actual 13M persistency is 65% and target persistency is 75%, 15% of first-year premium shall be clawed back. | Any renewal case pending for adjustment on the last day of 90 days rolling, due to any technical / operational / processing glitch at SUD Life end, but collected by the partner within the same period with due evidence needs to be considered for the purpose of 13M calculation | Any renewal commission clawback from previous month/s will be reversed in any subsequent month on achievement of stipulated 13M persistency (please refer illustration* for reference): | The terms and conditions stated above are subject to revision at any time basis emerging persistency experience / market condition / any new regulatory amendment",2nd yr: 0.8%; 3rd yr: 0.8%; 4th yr: 0.8%; 5th yr: 0.8%; 6th yr onwards: 0.4%
1247,SUD,,"Smart Income (For Plan Options 1,2,8,9 only)",,7,35,0.41,0.008,0.008,0.008,0.008,0.004,,"Final BG | 13th Month Persistency Should be 75% | EPI for FY 26-27 0.75 | Commission Payout | 13M Persistency (Premium Adjusted / Premium Due) will be calculated on 90 days rolling basis, inclusive of surrenders effected after renewal due date. Commission clawback will be levied as under: | a. >=75%: No Clawback | b. <75%: If the 13M persistency falls short of the target persistency, 1.5% of the first-year premium shall be clawed back for each 1% of shortfall. | For example, if actual 13M persistency is 65% and target persistency is 75%, 15% of first-year premium shall be clawed back. | Any renewal case pending for adjustment on the last day of 90 days rolling, due to any technical / operational / processing glitch at SUD Life end, but collected by the partner within the same period with due evidence needs to be considered for the purpose of 13M calculation | Any renewal commission clawback from previous month/s will be reversed in any subsequent month on achievement of stipulated 13M persistency (please refer illustration* for reference): | The terms and conditions stated above are subject to revision at any time basis emerging persistency experience / market condition / any new regulatory amendment",2nd yr: 0.8%; 3rd yr: 0.8%; 4th yr: 0.8%; 5th yr: 0.8%; 6th yr onwards: 0.4%
1248,SUD,,"Smart Income (For Plan Options 1,2,8,9 only)",,10,40,0.41,0.008,0.008,0.008,0.008,0.004,,"Final BG | 13th Month Persistency Should be 75% | EPI for FY 26-27 0.75 | Commission Payout | 13M Persistency (Premium Adjusted / Premium Due) will be calculated on 90 days rolling basis, inclusive of surrenders effected after renewal due date. Commission clawback will be levied as under: | a. >=75%: No Clawback | b. <75%: If the 13M persistency falls short of the target persistency, 1.5% of the first-year premium shall be clawed back for each 1% of shortfall. | For example, if actual 13M persistency is 65% and target persistency is 75%, 15% of first-year premium shall be clawed back. | Any renewal case pending for adjustment on the last day of 90 days rolling, due to any technical / operational / processing glitch at SUD Life end, but collected by the partner within the same period with due evidence needs to be considered for the purpose of 13M calculation | Any renewal commission clawback from previous month/s will be reversed in any subsequent month on achievement of stipulated 13M persistency (please refer illustration* for reference): | The terms and conditions stated above are subject to revision at any time basis emerging persistency experience / market condition / any new regulatory amendment",2nd yr: 0.8%; 3rd yr: 0.8%; 4th yr: 0.8%; 5th yr: 0.8%; 6th yr onwards: 0.4%
1249,SUD,,"Smart Income (For Plan Options 1,2,8,9 only)",,12,30,0.45,0.008,0.008,0.008,0.008,0.004,,"Final BG | 13th Month Persistency Should be 75% | EPI for FY 26-27 0.75 | Commission Payout | 13M Persistency (Premium Adjusted / Premium Due) will be calculated on 90 days rolling basis, inclusive of surrenders effected after renewal due date. Commission clawback will be levied as under: | a. >=75%: No Clawback | b. <75%: If the 13M persistency falls short of the target persistency, 1.5% of the first-year premium shall be clawed back for each 1% of shortfall. | For example, if actual 13M persistency is 65% and target persistency is 75%, 15% of first-year premium shall be clawed back. | Any renewal case pending for adjustment on the last day of 90 days rolling, due to any technical / operational / processing glitch at SUD Life end, but collected by the partner within the same period with due evidence needs to be considered for the purpose of 13M calculation | Any renewal commission clawback from previous month/s will be reversed in any subsequent month on achievement of stipulated 13M persistency (please refer illustration* for reference): | The terms and conditions stated above are subject to revision at any time basis emerging persistency experience / market condition / any new regulatory amendment",2nd yr: 0.8%; 3rd yr: 0.8%; 4th yr: 0.8%; 5th yr: 0.8%; 6th yr onwards: 0.4%
1250,SUD,,"Smart Income (For Plan Options 1,2,8,9 only)",,12,40,0.49,0.008,0.008,0.008,0.008,0.004,,"Final BG | 13th Month Persistency Should be 75% | EPI for FY 26-27 0.75 | Commission Payout | 13M Persistency (Premium Adjusted / Premium Due) will be calculated on 90 days rolling basis, inclusive of surrenders effected after renewal due date. Commission clawback will be levied as under: | a. >=75%: No Clawback | b. <75%: If the 13M persistency falls short of the target persistency, 1.5% of the first-year premium shall be clawed back for each 1% of shortfall. | For example, if actual 13M persistency is 65% and target persistency is 75%, 15% of first-year premium shall be clawed back. | Any renewal case pending for adjustment on the last day of 90 days rolling, due to any technical / operational / processing glitch at SUD Life end, but collected by the partner within the same period with due evidence needs to be considered for the purpose of 13M calculation | Any renewal commission clawback from previous month/s will be reversed in any subsequent month on achievement of stipulated 13M persistency (please refer illustration* for reference): | The terms and conditions stated above are subject to revision at any time basis emerging persistency experience / market condition / any new regulatory amendment",2nd yr: 0.8%; 3rd yr: 0.8%; 4th yr: 0.8%; 5th yr: 0.8%; 6th yr onwards: 0.4%
1251,SUD,,Star TULIP,,Regular Pay,25 - 40,0.06,0.008,0.008,0.008,0.008,0.004,,"Final BG | 13th Month Persistency Should be 75% | EPI for FY 26-27 0.75 | Commission Payout | 13M Persistency (Premium Adjusted / Premium Due) will be calculated on 90 days rolling basis, inclusive of surrenders effected after renewal due date. Commission clawback will be levied as under: | a. >=75%: No Clawback | b. <75%: If the 13M persistency falls short of the target persistency, 1.5% of the first-year premium shall be clawed back for each 1% of shortfall. | For example, if actual 13M persistency is 65% and target persistency is 75%, 15% of first-year premium shall be clawed back. | Any renewal case pending for adjustment on the last day of 90 days rolling, due to any technical / operational / processing glitch at SUD Life end, but collected by the partner within the same period with due evidence needs to be considered for the purpose of 13M calculation | Any renewal commission clawback from previous month/s will be reversed in any subsequent month on achievement of stipulated 13M persistency (please refer illustration* for reference): | The terms and conditions stated above are subject to revision at any time basis emerging persistency experience / market condition / any new regulatory amendment",2nd yr: 0.8%; 3rd yr: 0.8%; 4th yr: 0.8%; 5th yr: 0.8%; 6th yr onwards: 0.4%
